0
0.00580499
0.01161
0.017415	835.421
0.02322	850.515
1.71247	438.478	897.972	450.545
1.71828	449.765	897.453	449.765
1.72408	893.832	447.95
1.72989	895.899	447.433
1.73569	899.01	450.024
1.7415	903.174	445.113
1.7473	907.881	454.203
1.75311	907.357	453.678
1.75891	902.652	450.805
1.76472	907.357	445.113
1.77052	894.348	453.941
1.77633	890.739	457.362
1.78213	876.955	452.893
1.78794	890.225	437.719
1.79374	897.972	426.487
1.79955	901.089	426.734
1.80535	888.684	435.449
1.81116	859.404	452.893
1.81696	894.865	451.065
1.82277	896.417	450.805
1.82857	909.981	442.549
1.83438	899.529	447.95
1.84018	904.218	448.727	426.734
1.84599	888.171	453.416	420.13
1.85179	887.145	449.505	422.564
1.8576	898.491	458.685	426.487
1.8634	866.382	468.594	423.542
1.86921	468.594	424.521
1.87501	469.135	426.487
1.88082	469.135	423.053
1.88662	469.949	427.968
1.89243	425.012	450.805
1.89823	425.012	473.491
1.90404	414.107	469.406
1.90984	417.228	472.398
1.91565	425.503	481.211
1.92145	418.677	482.046
1.92726	420.373	484.838
1.93306	424.521	483.719
1.93887	428.463	482.324
1.94467	443.316	481.489
1.95048	442.038	481.489
1.95628	453.941	483.44
1.96209	438.478	483.44	966.322
1.96789	483.719	968.557
1.9737	483.161	965.764
1.9795	483.161	962.422
1.98531	479.269	958.539
1.99111	479.269	957.985
1.99692	478.163	956.327
2.00272	476.784	959.093
2.00853	473.491	954.671
2.01433	471.036	946.982
2.02014	474.312	955.775
2.02594	471.853	950.269
2.03175	476.509	948.077
2.03755	477.06	948.624
2.04336	473.218	947.529
2.04916	470.764	944.251
2.05497	474.86	950.819
2.06077	477.06	957.985
2.06658	477.887	957.432
2.07238	476.234	956.327
2.07819	477.887	954.12
2.08399	479.823	962.422
2.0898	479.546	957.432
2.0956	480.933	956.327
2.10141	479.269	955.775
2.10721	479.823	963.535
2.11302	481.211	969.676
2.11882	483.44	967.997
2.12463	482.603	962.422
2.13043	480.933	962.979
2.13624	477.06	961.867
2.14204	481.489	963.535
2.14785	480.933	960.201
2.15365	478.993	960.201
2.15946	476.784	951.918
2.16526	478.163	940.441
2.17107	476.234	949.172
2.17687	460.012	932.866
2.18268	471.036	939.897
2.18848	474.312	949.721
2.19429	474.86	941.528
2.20009	476.509	943.706
2.2059	478.163	947.529
2.2117	476.509	940.441
2.21751	476.509	948.624
2.22331	476.509	950.269
2.22912	475.409	949.721
2.23492	472.671	921.619
2.24073	478.716	957.432
2.24653	481.211	962.979
2.25234	480.933	959.647
2.25814	481.767	961.311
2.26395	479.823	961.867
2.26975	480.101	966.322
2.27556	480.933	964.649
2.28136	470.22	958.539	484.558
2.28717	479.823	961.867	483.719
2.29297	480.101	964.092	483.999
2.29878	479.546	966.322	483.999
2.30458	479.269	966.88	483.161
2.31039	480.101	962.979	482.603
2.31619	478.993	955.775	479.269
2.322	477.06	955.222	477.611
2.3278	477.06	955.222	476.784
2.33361	478.163	957.985	476.509
2.33941	471.853	953.018	474.312
2.34522	472.398	943.161	473.491
2.35102	472.125	943.161	472.944
2.35683	945.888	473.491
2.36263	937.728	470.22
2.36844	942.616	471.308	703.315
2.37424	949.172	474.312	709.025
2.38005	948.624	474.038	709.845
2.38585	951.368	476.234	710.255
2.39166	956.879	476.784	713.133
2.39746	956.327	473.764	718.093
2.40327	956.879	477.336	718.923
2.40907	959.093	477.887	716.436
2.41488	961.311	480.101	721.419
2.42068	961.311	480.378	718.923
2.42649	956.879	479.823	719.338
2.43229	957.432	479.546	718.508
2.4381	954.671	476.509	716.849
2.4439	959.647	480.378	723.505
2.44971	964.649	481.489	721.419
2.45551	960.201	477.06	719.338
2.46132	962.979	475.959	715.608
2.46712	956.327	474.86	713.545
2.47293	955.222	479.823	704.534
2.47873	949.172	476.234	712.309
2.48454	946.982	474.038	714.782
2.49034	950.269	472.398	716.849
2.49615	940.441	462.142	723.923
2.50195	950.819	478.993	734.029
2.50776	948.624	477.611	711.076
2.51356	942.072	480.378	703.721
2.51937	947.529	473.764	708.616
2.52517	947.529	475.684	711.898
2.53098	950.269	477.336	706.572
2.53678	952.468	481.211	706.164
2.54258	946.982	474.312	709.435
2.54839	947.529	473.491	708.207
2.55419	954.671	477.336	711.487
2.56	955.775	476.509	706.98
2.5658	958.539	477.611	711.076
2.57161	955.222	476.234	724.76
2.57741	951.918	476.509	711.487
2.58322	954.671	477.06	714.782
2.58902	963.535	481.211	720.586
2.59483	962.422	482.324	721.836
2.60063	960.756	480.656	723.087
2.60644	968.557	483.44	725.179
2.61224	971.358	485.118	724.342
2.61805	966.322	482.882	721.419
2.62385	967.997	482.882	727.697
2.62966	964.092	483.44	726.017
2.63546	980.944	482.046	726.017
2.64127	958.539	480.378	722.67
2.64707	956.327	478.163	716.436
2.65288	956.879	478.716	718.923
2.65868	959.093	478.993	716.436
2.66449	954.12	476.234	714.782
2.67029	948.624	474.86	710.665
2.6761	942.616	473.218	709.025
2.6819	945.888	473.764	706.164
2.68771	946.435	473.218	710.665
2.69351	943.161	472.398	702.503
2.69932	946.435	473.218	706.164
2.70512	946.435	473.764	707.798
2.71093	948.624	475.684	699.264
2.71673	951.368	475.135	710.255
2.72254	953.018	477.336	716.022
2.72834	958.539	476.784	714.782
2.73415	953.569	475.409	712.309
2.73995	961.867	477.06	721.002
2.74576	959.647	480.656	722.67
2.75156	962.979	482.324	725.179
2.75737	961.867	481.489	722.67
2.76317	955.222	478.163	717.264
2.76898	954.12	476.784	717.678
2.77478	963.535	481.767	723.923
2.78059	964.092	481.211	720.586
2.78639	959.647	480.101	710.255
2.7922	968.557	484.278	720.586
2.798	959.093	478.163	714.369
2.80381	960.756	479.546	723.087
2.80961	954.671	470.764	717.264
2.81542	951.368	474.038	710.665
2.82122	950.819	472.671	704.534
2.82703	945.888	471.853	704.128
2.83283	944.251	475.409	711.076
2.83864	957.432	477.887	709.025
2.84444	962.979	481.767	721.002
2.85025	961.867	476.234	710.665
2.85605	952.468	478.716	714.782
2.86186	947.529	477.887	704.128
2.86766	951.368	475.409	702.908
2.87347	950.269	476.234	711.076
2.87927	948.077	475.135	713.545
2.88508	946.982	475.135	711.076
2.89088	956.879	478.993	713.545
2.89669	959.093	479.823	715.195
2.90249	957.432	477.887	737.429
2.9083	960.201	481.489	719.754
2.9141	959.647	480.656	721.419
2.91991	968.557	482.603	724.342
2.92571	964.649	483.719	715.195
2.93152	967.997	483.161	722.253
2.93732	967.439	483.999	724.76
2.94313	969.676	483.161	724.342
2.94893	965.206	481.489	721.002
2.95474	968.557	483.161	726.856
2.96054	960.201	481.211	725.598
2.96635	958.539	479.546	721.836
2.97215	957.985	478.993	719.754
2.97796	956.879	478.163	719.338
2.98376	957.985	476.234	713.545
2.98957	954.12	477.887	713.545
2.99537	949.721	474.86	713.133
3.00118	951.918	474.586	711.898
3.00698	950.819	474.312	711.076
3.01279	946.435	472.944	707.798
3.01859	945.342	474.312	705.349
3.0244	945.342	473.491	709.025
3.0302	947.529	474.586	706.164
3.03601	951.918	477.06	708.616
3.04181	951.368	475.409	709.435
3.04762	976.421	474.86	711.487
3.05342	954.12	475.409	710.255
3.05923	954.671	475.684	709.845
3.06503	956.879	478.44	716.436
3.07084	960.756	479.823	720.586
3.07664	960.756	480.378	721.419
3.08245	961.867	483.161	725.179
3.08825	962.979	482.324	723.505
3.09406	950.269	482.882	718.093
3.09986	950.819	477.611	721.836
3.10567	961.311	481.211	721.836
3.11147	965.764	482.046	722.253
3.11728	965.206	473.218	719.338
3.12308	963.535	477.06	715.608
3.12889	958.539	479.269	715.195
3.13469	954.671	480.378	716.436
3.1405	945.888	481.211	720.586
3.1463	953.569	479.269	720.17
3.15211	955.222	476.509	717.678
3.15791	961.311	478.44	723.505
3.16372	950.819	475.684	711.487
3.16952	960.201	477.336	719.754
3.17533	959.647	477.611	716.022
3.18113	959.093	477.336	708.207
3.18694	951.368	479.269	701.286
3.19274	948.077	477.887	714.369
3.19855	948.077	475.135	708.616
3.20435	949.172	473.218	704.942
3.21016	948.077	472.671	704.942
3.21596	952.468	476.509	707.798
3.22177	951.918	476.509	717.678
3.22757	959.647	480.101	725.179
3.23338	959.093	477.611	722.67
3.23918	953.018	476.784	715.608
3.24499	957.432	477.336	718.093
3.25079	962.979	477.611	719.338
3.2566	960.201	479.546	723.087
3.2624	966.88	487.647	723.923
3.26821	956.879	479.546	721.836
3.27401	954.12	478.716	712.721
3.27982	960.756	480.101	721.002
3.28562	966.88	482.603	725.598
3.29143	963.535	482.882	722.253
3.29723	955.775	478.993	719.338
3.30304	953.569	476.784	718.093
3.30884	957.432	477.06	719.754
3.31465	955.775	477.887	718.508
3.32045	953.569	476.784	714.369
3.32626	963.535	477.06	711.487
3.33206	956.327	475.135	715.195
3.33787	950.269	474.038	713.545
3.34367	948.077	473.491	709.845
3.34948	945.888	474.586	709.025
3.35528	944.251	472.125	702.908
3.36109	945.342	471.853	703.315
3.36689	944.796	471.853	706.164
3.3727	946.982	473.218	704.534
3.3785	954.12	474.586	711.487
3.38431	955.222	477.887	715.195
3.39011	954.12	476.509	716.436
3.39592	955.775	477.06	718.093
3.40172	958.539	478.993	718.923
3.40753	965.206	481.489	724.76
3.41333	960.756	480.933	722.67
3.41914	961.311	481.767	723.087
3.42494	962.422	482.046	721.419
3.43075	947.529	483.719	726.856
3.43655	964.649	482.603	726.437
3.44236	964.092	483.44	726.856
3.44816	959.647	482.882	726.856
3.45397	963.535	482.324	725.179
3.45977	959.647	479.546	719.754
3.46558	957.985	478.716	718.508
3.47138	954.671	477.336	722.67
3.47719	957.432	481.767	727.276
3.48299	960.756	479.823	726.437
3.4888	960.201	478.44	720.586
3.4946	955.775	477.611	718.093
3.50041	954.671	478.716	713.133
3.50621	957.432	477.336	721.002
3.51202	951.918	476.784	714.782
3.51782	943.161	473.491	705.756
3.52363	945.888	475.135	714.369
3.52943	945.888	483.44	728.959
3.53524	959.647	480.933	720.17
3.54104	966.88	481.767	720.17
3.54685	965.764	480.933	722.67
3.55265	965.206	482.046	726.856
3.55846	963.535	483.999	726.017
3.56426	965.206	483.161	726.856
3.57007	953.018	478.163	718.923
3.57587	959.647	480.933	719.338
3.58168	962.979	482.046	725.598
3.58748	965.764	483.161	725.598
3.59329	961.311	480.656	726.437
3.59909	966.88	485.679	715.195
3.6049	956.879	460.012	711.898
3.6107	980.944	486.241	711.898
3.61651	966.322	478.163	718.093
3.62231	959.647	476.509	725.179
3.62812	962.979	480.656	718.923
3.63392	959.093	478.44	718.093
3.63973	962.422	479.823	720.17
3.64553	956.879	478.716	720.586
3.65134	956.327	477.611	718.508
3.65714	949.721	476.509	716.022
3.66295	955.775	477.887	717.264
3.66875	945.342	481.211	707.389
3.67456	944.251	474.038	707.798
3.68036	950.269	474.586	710.255
3.68617	950.269	478.44	711.076
3.69197	948.077	475.135	703.721
3.69778	947.529	472.671	708.616
3.70358	949.172	474.038	713.133
3.70939	948.624	472.671	711.076
3.71519	956.327	476.784	718.093
3.721	957.985	476.509	713.957
3.7268	951.918	475.959	718.093
3.73261	958.539	478.993	718.093
3.73841	964.649	482.324	721.836
3.74422	964.649	482.324	724.342
3.75002	961.867	481.211	724.342
3.75583	960.201	479.823	722.253
3.76163	961.867	480.656	724.76
3.76744	960.201	481.211	725.179
3.77324	965.764	481.489	724.76
3.77905	962.422	481.211	724.76
3.78485	960.756	480.933	720.586
3.79066	964.649	483.161	723.087
3.79646	964.092	481.489	726.856
3.80227	961.311	481.211	723.923
3.80807	955.775	478.993	722.67
3.81388	951.918	484.838	721.836
3.81968	955.222	479.269	720.17
3.82549	956.327	477.06	714.782
3.83129	956.879	482.324	719.754
3.8371	952.468	474.586	707.798
3.8429	951.368	476.784	713.133
3.84871	942.616	480.656	716.022
3.85451	948.624	479.823	717.678
3.86032	945.888	481.767	716.022
3.86612	956.327	480.933	726.856
3.87193	968.557	482.603	720.586
3.87773	974.168	484.558	724.342
3.88354	967.439	484.278	728.117
3.88934	957.432	480.378	718.923
3.89515	957.985	480.933	720.586
3.90095	950.819	476.784	713.957
3.90676	954.12	478.716	717.678
3.91256	962.979	482.046	724.342
3.91837	960.756	480.378	721.419
3.92417	965.206	482.603	726.017
3.92998	964.649	482.603	715.608
3.93578	962.422	481.489	719.338
3.94159	964.649	481.489	721.419
3.94739	966.88	480.933	723.087
3.9532	965.206	481.767	722.67
3.959	966.88	483.999	731.067
3.96481	960.201	479.546	718.923
3.97061	961.311	480.933	722.67
3.97642	956.879	479.823	721.836
3.98222	953.569	477.887	719.754
3.98803	946.435	473.218	717.264
3.99383	950.819	473.491	717.264
3.99964	961.867	476.234	721.419
4.00544	953.569	475.684	717.264
4.01125	952.468	478.163	714.782
4.01705	957.985	477.611	714.782
4.02286	945.342	472.125	707.389
4.02866	943.706	471.58	704.128
4.03447	947.529	472.944	710.255
4.04027	946.982	474.038	709.025
4.04608	958.539	476.784	714.782
4.05188	961.311	475.959	717.678
4.05769	962.422	479.546	717.678
4.06349	961.867	478.993	719.754
4.0693	959.647	480.656	722.253
4.0751	959.647	482.324	722.67
4.08091	963.535	481.767	725.179
4.08671	962.979	480.656	722.253
4.09252	962.422	481.767	727.276
4.09832	965.764	481.211	725.179
4.10413	966.88	481.489	724.76
4.10993	965.206	483.161	726.437
4.11574	965.206	483.161	726.017
4.12154	961.867	483.999	724.76
4.12735	966.88	483.719	724.76
4.13315	966.322	481.767	724.76
4.13896	955.775	478.993	721.836
4.14476	944.251	475.135	716.436
4.15057	949.172	475.135	716.849
4.15637	956.879	475.409	721.836
4.16218	962.422	478.993	721.002
4.16798	955.222	476.234	715.608
4.17379	949.721	476.509	715.608
4.17959	944.251	478.716	712.309
4.1854	961.311	480.101	721.419
4.1912	957.985	480.101	720.586
4.19701	956.327	479.269	709.025
4.20281	954.12	479.823	712.309
4.20862	964.092	482.046	720.586
4.21442	967.997	483.161	723.505
4.22023	965.206	483.44	722.253
4.22603	964.649	481.767	725.179
4.23184	964.092	480.378	721.002
4.23764	961.311	480.378	718.923
4.24345	959.093	481.211	716.849
4.24925	959.647	480.656	723.505
4.25506	967.997	478.993	716.436
4.26086	955.775	482.046	722.67
4.26667	970.797	484.558	726.856
4.27247	962.979	481.211	723.087
4.27828	962.422	480.378	721.836
4.28408	963.535	479.546	721.419
4.28989	964.092	481.767	721.836
4.29569	964.649	483.719	724.342
4.3015	957.432	483.161	724.76
4.3073	952.468	479.269	720.586
4.31311	953.018	476.509	718.508
4.31891	957.985	478.163	719.754
4.32472	957.432	477.611	723.923
4.33052	961.311	480.378	726.017
4.33633	963.535	469.677	713.133
4.34213	988.908	448.986	751.62
4.34794	950.819	465.895	728.117
4.35374	949.721	465.088	715.195
4.35955	961.867	472.398	679.357
4.36535	945.342	459.746	687.648
4.37116	912.086	702.503	477.06
4.37696	921.087	693.632	454.465
4.38277	928.029	723.087	462.676
4.38857	921.087	715.608	455.78
4.39438	961.867	466.703
4.40018	973.043	454.728
4.40599	452.37
4.41179	453.941
4.4176	455.254
4.4234	468.323
4.42921	453.155
4.43501	452.631
4.44082	453.155
4.44662	453.155
4.45243	452.37
4.45823	451.326
4.46404	453.155
4.46984	453.416
4.47565	452.893
4.48145	453.416	905.786
4.48726	456.57	901.089
4.49306	452.893	957.985
4.49887	454.728	900.049
4.50467	452.109	902.652
4.51048	452.631	899.01
4.51628	452.893	897.453
4.52209	450.805	897.972
4.52789	451.065	897.453
4.5337	450.805	900.049
4.5395	451.587	904.74
4.54531	454.991	900.569
4.55111	451.848	904.74
4.55692	450.805	904.218
4.56272	450.545	902.652
4.56853	452.631	903.696
4.57433	452.37	913.141	364.69
4.58014	460.543	911.559	359.046
4.58594	455.254	911.559	359.877
4.59175	466.433	903.696	362.171
4.59755	459.746	917.37	363.638
4.60336	452.109	906.309	360.501
4.60916	445.627	907.881	362.38
4.61497	451.326	903.174	362.799
4.62077	452.109	904.218	361.753
4.62658	449.505	898.491	363.218
4.63238	452.631	938.812	364.269
4.63819	458.155	933.945	362.589
4.64399	452.631	926.422	361.544
4.6498	457.362	901.089	361.126
4.6556	447.691	903.174	361.126
4.66141	454.991	904.74	361.335
4.66721	448.209	904.218	361.544
4.67302	446.916	891.254	359.254
4.67882	446.916	883.565	358.839
4.68463	450.024	899.01	360.501
4.69043	453.941	906.833	361.335
4.69624	453.416	946.982	364.901
4.70204	453.416	965.764	358.839
4.70785	452.893	928.029	365.533
4.71365	458.42	916.311	377.115
4.71946	453.155	901.089	378.643
4.72526	452.37	365.745
4.73107	439.492	361.126	852.975
4.73687	452.631	362.799	858.908
4.74268	430.945	359.046	860.895
4.74848	435.449	351.251	863.385
4.75429	433.191	359.669	859.901
4.76009	431.692	352.471	858.908
4.7659	443.829	355.333	861.392
4.7717	444.085	348.624	860.398
4.77751	449.765	352.267	862.388
4.78331	449.765	356.978	856.431	427.968
4.78912	427.968	345.616	855.936	426.487
4.79492	430.945	364.058	853.468	426.734
4.80073	429.206	346.616	856.431	426.241
4.80653	426.241	344.221	854.454	426.734
4.81234	438.985	352.878	858.412	426.241
4.81814	442.549	354.922	852.975	424.031
4.82395	457.362	341.844	852.975	421.345
4.82975	845.128	420.616
4.83556	846.594	421.345
4.84136	848.062	424.276
4.84717	847.573	423.297
4.85297	846.594	422.564
4.85878	844.64	422.564
4.86458	844.152	422.564
4.87039	848.552	425.012
4.87619	850.515	424.521
4.882	851.498	425.258
4.8878	853.468	427.968
4.89361	848.062	424.767
4.89941	849.533	425.749
4.90522	844.64	423.786
4.91102	847.083	428.215
4.91683	851.498	426.981
4.92263	853.961	426.981
4.92844	853.468	430.199
4.93424	851.006	425.012
4.94005	849.533	432.441
4.94585	850.024	426.241
4.95166	857.916	428.215
4.95746	855.936	429.454
4.96327	851.006	425.258
4.96907	846.594	424.767
4.97487	852.975	427.721
4.98068	855.442	425.995
4.98649	859.901	425.995
4.99229	852.482	428.71
4.9981	870.898	437.466
5.0039	851.99	425.995
5.00971	848.062	424.276
5.01551	849.043	422.564
5.02132	851.498	425.995
5.02712	847.083	425.012
5.03293	850.024	425.012
5.03873	849.533	424.031
5.04454	849.533	424.031
5.05034	848.552	424.031
5.05615	851.99	424.031
5.06195	852.482	426.487
5.06776	854.454	426.241
5.07356	858.908	426.734
5.07936	856.926	429.454
5.08517	859.901	429.95
5.09097	856.431	428.958
5.09678	860.398	429.206
5.10258	853.961	427.227
5.10839	854.454	427.721
5.11419	854.454	429.454
5.12	856.431	428.215
5.1258	855.936	429.95
5.13161	860.398	428.215
5.13741	856.431	434.695
5.14322	853.468	427.474
5.14902	851.006	423.053
5.15483	853.468	425.258
5.16063	850.024	429.454
5.16644	849.043	425.012
5.17225	851.006	423.297
5.17805	844.152	420.859
5.18385	842.204	421.833
5.18966	842.691	421.589
5.19546	845.128	422.32
5.20127	848.552	423.786
5.20707	851.498	425.503
5.21288	854.948	426.981
5.21868	852.482	426.241
5.22449	849.533	426.241
5.23029	850.515	425.258
5.2361	853.468	426.981
5.2419	847.573	424.767
5.24771	850.024	425.749
5.25351	851.99	427.227
5.25932	852.975	428.71
5.26512	852.975	429.454
5.27093	854.948	427.721
5.27673	854.454	427.474
5.28254	852.975	427.474
5.28834	855.442	427.227
5.29415	851.006	425.503
5.29995	851.99	427.968
5.30576	857.916	429.95
5.31156	846.105	423.786
5.31737	849.533	424.031
5.32317	848.552	425.012
5.32898	851.006	425.503
5.33478	848.552	424.276
5.34059	849.533	424.031
5.34639	850.515	425.012
5.3522	851.498	425.258
5.358	851.006	426.241
