0
0.00580499
0.01161
0.017415
0.02322
0.0290249
0.0348299
0.0406349
0.0464399
0.0522449
0.0580499
0.0638549
0.0696599
0.0754649
0.0812698
0.0870748
0.0928798
0.0986848
0.10449	587.33
0.110295	588.008
0.1161	593.468
0.121905	596.561
0.12771	597.596
0.133515	596.906
0.13932	599.671
1.14358	624.414	313.472	248.803
1.14939	623.693	312.207	247.227
1.15519	623.693	308.265	245.519
1.161	617.242	309.514	247.227
1.1668	625.136	309.872	249.955
1.17261	622.613	307.909	250.823
1.17841	632.765	313.653	248.516
1.18422	626.944	313.291	251.258
1.19002	624.775	312.929	262.989
1.19583	625.136	311.307	252.13
1.20163	622.613	312.568	248.516
1.20744	620.818	311.667	246.942
1.21324	624.054	314.016	246.372
1.21905	621.895	310.947	245.661
1.22485	624.054	311.847	248.516
1.23066	624.414	313.834	250.389
1.23646	623.693	312.929	248.229
1.24227	622.973	310.23	248.085
1.24807	627.306	314.379	247.37
1.25388	625.136	313.291	241.58
1.25968	623.333	313.653	247.656
1.26549	625.136	312.207	251.403
1.27129	621.535	310.588	248.659
1.2771	625.136	310.768	247.227
1.2829	620.459	310.947	247.084
1.28871	620.818	310.947	245.803
1.29451	620.818	312.388	245.236
1.30032	622.254	309.693	246.799	407.228
1.30612	622.613	311.847	246.799	425.258
1.31193	624.414	312.027	247.942	415.065
1.31773	621.895	312.027	247.799	410.535
1.32354	624.414	310.947	247.37	403.249
1.32934	621.177	310.23	246.087	383.707
1.33515	619.385	309.514	249.523	382.821
1.34095	624.054	311.127	245.803	381.056
1.34676	621.895	310.409	246.229	376.244
1.35256	622.613	313.291	247.799	377.551
1.35837	624.054	312.027	246.942	367.863
1.36417	626.22	314.016	248.516	369.994
1.36998	625.497	311.667	247.084	372.138
1.37578	620.459	311.487	247.084	371.279
1.38159	621.895	311.487	247.227	368.076
1.38739	625.859	311.487	247.942	376.679
1.3932	622.613	311.127	248.229	369.994
1.399	624.414	313.11	248.229	377.333
1.40481	622.613	311.307	248.803	378.205
1.41061	622.613	311.307	247.513	372.999
1.41642	622.973	312.207	242.419	373.214
1.42222	627.306	314.016	248.803	372.999
1.42803	625.136	312.749	248.516	373.43
1.43383	623.693	311.127	250.389	374.077
1.43964	626.582	313.653	250.533	371.279
1.44544	624.775	312.388	246.372	372.568
1.45125	625.859	313.11	246.799	373.645
1.45705	628.394	313.834	246.942	376.027
1.46286	624.414	310.768	247.513	372.568
1.46866	619.385	310.588	252.86	371.708
1.47447	619.028	313.653	252.276	377.333
1.48027	623.333	312.929	248.947	377.333
1.48608	625.497	312.207	246.087	374.077
1.49188	628.758	312.388	244.105	370.636
1.49769	623.693	312.568	248.803	371.493
1.50349	624.054	313.11	250.678	372.783
1.5093	623.333	312.929	249.523	382.821
1.5151	622.613	314.197	245.378	372.353
1.52091	626.944	313.291	247.942	377.333
1.52671	626.944	311.847	250.1	371.493
1.53252	629.121	321.541	261.323	372.999
1.53832	624.775	316.2	259.818	373.861
1.54413	626.944	312.568	246.514	377.115
1.54993	624.054	311.847	246.657	371.065
1.55574	624.054	312.388	245.803	369.994
1.56154	625.136	312.749	371.708
1.56735	627.306	314.742	374.943
1.57315	624.414	312.027	370.636
1.57896	624.775	311.847	373.43
1.58476	624.775	312.388	371.065
1.59057	623.693	312.568	374.51
1.59637	621.535	309.156	378.643
1.60218	621.895	310.23	374.943
1.60798	623.333	311.667	372.138
1.61379	623.693	311.847	371.708
1.61959	622.613	311.127	374.077
1.6254	626.582	312.929	376.897
1.6312	624.414	311.307	375.376
1.63701	622.613	310.409	381.056
1.64281	621.535	312.027	382.379
1.64862	629.121	315.652	386.599
1.65442	626.582	314.197	377.987
1.66023	625.497	312.207	375.159
1.66603	620.459	311.127	373.214
1.67184	622.254	308.265	372.568
1.67764	624.414	313.834	382.821
1.68345	626.944	311.847	381.938
1.68925	622.973	312.568	371.065
1.69506	623.693	310.588	371.923
1.70086	625.136	313.291	368.289
1.70667	623.693	321.727	368.927
1.71247	621.895	313.11	375.159
1.71828	621.177	310.947	365.745
1.72408	610.858	306.844	369.567
1.72989	625.136	312.207	369.354
1.73569	626.582	313.653	374.726
1.7415	625.136	314.197	373.645
1.7473	624.775	311.127	376.897
1.75311	621.535	310.409	384.816
1.75891	622.613	312.207	388.614
1.76472	624.054	310.051	388.389
1.77052	622.973	312.929	374.51
1.77633	623.693	312.749	372.138
1.78213	623.693	313.472	376.027
1.78794	622.254	311.307	379.738
1.79374	623.333	311.487	380.396
1.79955	625.497	312.749	386.375
1.80535	621.535	311.127	387.269
1.81116	629.484	313.653	385.261
1.81696	623.693	310.051	374.077
1.82277	624.054	312.929	369.781
1.82857	626.582	313.653	391.091
1.83438	627.669	314.197	386.599
1.84018	622.973	313.11
1.84599	625.859	312.749
1.85179	627.306	313.653
1.8576	624.775	312.207
1.8634	623.333	312.568
1.86921	624.775	311.127
1.87501	628.031	313.653
1.88082	622.613	313.291
1.88662	623.333	310.588
1.89243	626.22	313.291
1.89823	624.054	313.11
1.90404	622.254	310.588
1.90984	624.054	312.207
1.91565	623.333	312.388
1.92145	625.497	311.307
1.92726	625.859	311.667
1.93306	625.859	314.016
1.93887	625.497	314.016
1.94467	622.613	311.487
1.95048	622.254	311.667
1.95628	624.414	314.197
1.96209	621.895	312.929
1.96789	623.693	313.653
1.9737	621.535	315.652
1.9795	622.973	310.768
1.98531	625.497	312.929
1.99111	621.177	310.768
1.99692	629.848	310.409
2.00272	625.136	312.388
2.00853	625.859	313.472
2.01433	621.895	311.487
2.02014	621.535	309.335
2.02594	620.459	309.335
2.03175	624.775	312.388
2.03755	624.775	310.409
2.04336	622.613	309.335
2.04916	616.174	310.051
2.05497	621.177	311.307
2.06077	622.254	312.388
2.06658	618.67	309.514
2.07238	620.101	311.667
2.07819	622.254	313.472
2.08399	623.693	312.207
2.0898	624.054	309.872
2.0956	620.818	311.127
2.10141	618.67	311.127
2.10721	629.848	311.127
2.11302	624.775	313.291
2.11882	620.818	311.847
2.12463	624.414	311.127
2.13043	622.613	311.667
2.13624	621.177	311.307
2.14204	623.333	311.307
2.14785	622.973	311.487
2.15365	619.028	311.667
2.15946	619.385	310.23
2.16526	623.693	311.487
2.17107	625.497	312.929
2.17687	622.973	311.667
2.18268	628.394	312.207
2.18848	624.775	312.568
2.19429	624.414	312.929
2.20009	623.333	312.207
2.2059	623.693	311.847
2.2117	624.775	314.197
2.21751	625.497	312.027
2.22331	622.973	310.409
2.22912	623.333	312.207
2.23492	626.582	313.653
2.24073	630.212	312.207
2.24653	629.484	316.2
2.25234	620.101	310.23
2.25814	624.414	311.127
2.26395	626.22	312.749
2.26975	626.582	313.291
2.27556	627.669	314.742
2.28136	625.136	313.834
2.28717	626.22	313.291
2.29297	624.054	311.127
2.29878	619.385	312.568
2.30458	625.497	310.409
2.31039	621.535	310.409
2.31619	629.848	315.47
2.322	627.306	312.027
2.3278	621.177	314.016
2.33361	628.758	314.56
2.33941	623.693	314.379
2.34522	626.582	313.291
2.35102	623.333	311.127
2.35683	624.775	312.207
2.36263	625.497	313.291
2.36844	627.669	312.929
2.37424	624.054	312.568
2.38005	627.306	314.379
2.38585	621.177	309.693
2.39166	628.031	311.847
2.39746	624.054	318.583
2.40327	629.121	312.027
2.40907	622.973	311.487
2.41488	618.313	309.156
2.42068	621.535	310.051
2.42649	621.177	309.872
2.43229	624.054	311.847
2.4381	621.535	312.027
2.4439	620.818	310.768
2.44971	621.895	309.335
2.45551	622.613	310.768
2.46132	619.028	310.588
2.46712	619.028	309.872
2.47293	621.535	310.409
2.47873	620.459	310.768
2.48454	621.177	310.409
2.49034	619.028	310.409
2.49615	619.028	309.693
2.50195	617.242	309.335
2.50776	620.459	309.693
2.51356	624.775	312.388
2.51937	619.385	311.307
2.52517	622.254	311.847
2.53098	624.414	312.749
2.53678	625.136	312.749
2.54258	632.035	316.2
2.54839	628.758	316.565
2.55419	637.166	320.244
2.56	628.758	316.565
2.5658	634.229	318.951
2.57161	636.798	320.429
2.57741	640.487	318.767
2.58322	636.063	318.215
2.58902	636.798	317.848
2.59483	630.212	315.47
2.60063	628.758	313.834
2.60644	627.669	313.472
2.61224	626.22	313.291
2.61805	619.743	310.768
2.62385	617.599	309.335
2.62966	618.67	308.978
2.63546	612.979	306.666
2.64127	617.242	306.844
2.64707	610.505	307.909
2.65288	611.917	307.021
2.65868	609.096	307.021
2.66449	615.462	307.553
2.67029	620.818	307.909
2.6761	621.177	311.307
2.6819	612.625	312.929
2.68771	628.031	316.2
2.69351	624.414	313.291
2.69932	631.67	315.288
2.70512	630.212	316.383
2.71093	626.944	315.652
2.71673	633.863	315.288
2.72254	630.576	315.288
2.72834	631.305	314.924
2.73415	628.394	314.924
2.73995	623.693	312.568
2.74576	622.613	311.487
2.75156	621.535	310.409
2.75737	620.459	308.087
2.76317	610.505	304.548
2.76898	632.035	305.253
2.77478	620.459	303.319
2.78059	601.752	300.182
2.78639	612.979	301.921
2.7922	617.599	307.198
2.798	615.818	305.429
2.80381	609.8	303.319
2.80961	609.448	308.265
2.81542	619.028	309.156
2.82122	623.333	310.051
2.82703	622.254	310.23
2.83283	618.67	312.749
2.83864	618.67	311.487
2.84444	629.484	314.379
2.85025	629.848	315.47
2.85605	634.229	318.951
2.86186	656.595	319.874
2.86766	629.848	314.56
2.87347	622.254	312.027
2.87927	622.973	312.568
2.88508	310.23
2.89088	304.196
2.89669	300.876
2.90249	296.905
2.9083	287.954
2.9141	279.756
2.91991	283.007
2.92571	292.311
2.93152	288.953
2.93732	283.334
2.94313	274.633
2.94893	276.064
2.95474	276.863
2.96054	273.209
2.96635	272.736
2.97215	275.109
2.97796	276.224
2.98376	270.071
2.98957	268.515
2.99537	275.109
3.00118	376.679	277.023
3.00698	384.816	272.578
3.01279	375.593	270.383
3.01859	382.158	271.165
3.0244	381.717	267.895
3.0302	366.167	266.199
3.03601	365.322	267.741
3.04181	369.781	269.136
3.04762	371.923	273.999
3.05342	369.994	259.969
3.05923	372.999	258.024
3.06503	378.643	259.668
3.07084	372.568	253.591
3.07664	366.803	250.1
3.08245	364.269	255.502
3.08825	365.533	248.516
3.09406	376.462	244.529
3.09986	368.714	243.401
3.10567	369.141	244.811
3.11147	368.714	244.811
3.11728	371.493	243.823
3.12308	367.014	246.372
3.12889	370.85	244.67
3.13469	370.636	248.516
3.1405	372.353	245.519
3.1463	366.591	249.234
3.15211	374.51	246.799
3.15791	375.159	247.942
3.16372	366.803	248.085
3.16952	371.923	247.084
3.17533	363.218	246.657
3.18113	362.171	247.942
3.18694	357.804	247.084
3.19274	371.279	251.113
3.19855	368.714	247.37
3.20435	371.279	246.799
3.21016	378.424	241.441
3.21596	370.636	237.156
3.22177	369.994	237.43
3.22757	366.167	242.419
3.23338	377.551	246.372
3.23918	374.294	247.513
3.24499	373.214	250.244
3.25079	368.927	251.258
3.2566	371.279	249.955
3.2624	366.803	249.378
3.26821	370.208	246.657
3.27401	372.783	246.657
3.27982	371.065	247.227
3.28562	371.279	247.799
3.29143	372.568	248.947
3.29723	358.011	249.378
3.30304	369.994	247.227
3.30884	369.781	247.37
3.31465	370.636	245.094
3.32045	368.927	245.945
3.32626	371.493	247.084
3.33206	371.279	246.229
3.33787	368.927	245.945
3.34367	365.322	245.378
3.34948	369.567	247.799
3.35528	370.85	247.37
3.36109	364.269	245.803
3.36689	374.51	247.942
3.3727	386.599	246.514
3.3785	371.493	249.234
3.38431	372.568	249.378
3.39011	364.69	250.389
3.39592	372.568	247.37
3.40172	367.014	248.372
3.40753	370.208	246.657
3.41333	372.783	252.13
3.41914	369.781	247.37
3.42494	369.141	247.942
3.43075	369.781	248.372
3.43655	369.781	247.227
3.44236	372.138	246.942
3.44816	367.651	245.378
3.45397	367.863	244.529
3.45977	358.632	246.657
3.46558	369.567	247.37
3.47138	368.927	241.58
3.47719	375.376	241.441
3.48299	375.159	250.823
3.4888	369.354	249.667
3.4946	375.376	244.811
3.50041	391.543	246.799
3.50621	399.308	245.661
3.51202	403.016	243.683
3.51782	400.926	249.667
3.52363	391.995	250.678
3.52943	393.356	249.09
3.53524	390.865	248.085
3.54104	372.783	247.513
3.54685	370.422	247.084
3.55265	371.708	247.227
3.55846	375.159	247.513
3.56426	374.077	244.953
3.57007	372.999	246.799
3.57587	373.43	240.189
3.58168	369.354	242.699
3.58748	369.354	244.529	456.57
3.59329	368.501	245.803	430.945
3.59909	375.593	245.378	448.727
3.6049	380.836	246.942	425.503
3.6107	376.027	251.839	424.767
3.61651	373.645	247.37	416.747
3.62231	365.533	247.799	413.39
3.62812	369.994	246.657	402.551
3.63392	367.439	250.389	399.539
3.63973	374.294	247.084	390.188
3.64553	368.289	245.803	394.039
3.65134	368.714	242.84	397.009
3.65714	368.927	242.419	407.228
3.66295	367.863	242.559	400.463
3.66875	369.994	244.953	402.086
3.67456	372.783	242.139	420.373
3.68036	370.422	246.087	429.95
3.68617	368.927	239.912	419.888
3.69197	371.279	243.401	411.484
3.69778	376.462	248.085	426.734
3.70358	372.353	248.803	447.433
3.70939	370.85	249.09	439.746
3.71519	382.821	245.094	438.478
3.721	386.152	236.199	447.95
3.7268	398.847	228.813	437.466
3.73261	374.51	230.272	433.191
3.73841	372.999	224.882	437.719
3.74422	369.354	228.549	430.199
3.75002	229.608	416.747
3.75583	413.868
3.76163	414.586
3.76744	409.351
3.77324	425.258
3.77905	429.95
3.78485	431.443
3.79066	432.691
3.79646	432.441
3.80227	428.463
3.80807	431.443
3.81388	431.194
3.81968	432.191
3.82549	439.746
3.83129	433.191
3.8371	439.238
3.8429	439.746
3.84871	431.194
3.85451	416.747
3.86032	414.825
3.86612	411.722
3.87193	411.722
3.87773	416.265
3.88354	410.297
3.88934	411.484
3.89515	421.345
3.90095	420.13
3.90676	423.786
3.91256	440.763
3.91837	451.326
3.92417	463.479
3.92998	438.224
3.93578	430.199
3.94159	425.503
3.94739	426.734
3.9532	433.942
3.959	442.805
3.96481	468.864
3.97061	456.57
3.97642	457.626
3.98222	469.135
3.98803	459.48
3.99383	438.478
3.99964	445.37
4.00544	453.941
4.01125	431.692	362.38
4.01705	434.946	382.379
4.02286	432.691	369.781
4.02866	428.463	386.822
4.03447	425.258	393.811	344.023
4.04027	432.441	395.178	325.277
4.04608	426.241	408.406	346.415
4.05188	421.833	423.542	352.471
4.05769	418.919	419.888	362.589
4.06349	418.677	428.958	363.009
4.0693	410.772	417.952	359.877
4.0751	412.198	412.436	363.009
4.08091	410.297	410.297	361.126
4.08671	420.13	415.305	361.753
4.09252	434.193	415.065	357.185
4.09832	441.528	430.199	351.251
4.10413	433.942	438.985	360.293
4.10993	433.441	434.444	353.694
4.11574	439.746	439.746	340.071
4.12154	423.786	440.254	340.858
4.12735	429.206	342.239
4.13315	436.204	341.646
4.13896	425.012	342.634
4.14476	427.474	339.679
4.15057	410.772	337.527
4.15637	404.182	336.554
4.16218	403.482	335.777
4.16798	421.345	336.359
4.17379	423.053	337.527
4.17959	332.88
4.1854	330.963
4.1912	334.809
4.19701	338.112
4.20281	332.88
4.20862	331.92
4.21442	331.537
4.22023	332.304
4.22603	334.809
4.23184	331.92
4.23764	331.537
4.24345	330.39
4.24925	332.112
4.25506	331.537
4.26086	330.772
4.26667	331.346
4.27247	333.458
4.27828	331.729
4.28408	330.009	249.234
4.28989	330.581	250.533
4.29569	330.39	247.084
4.3015	329.437	247.656
4.3073	329.437	253.738
4.31311	330.963	247.084
4.31891	331.346	248.372
4.32472	329.628	245.236
4.33052	330.199	246.087
4.33633	327.54	242.419
4.34213	325.465	237.842
4.34794	328.487	242.98
4.35374	328.108	245.094
4.35955	328.677	243.261
4.36535	327.162	253.738
4.37116	326.218	249.234
4.37696	329.057	245.945
4.38277	330.772	246.799
4.38857	329.057	246.514
4.39438	329.437	246.087
4.40018	329.437	243.261
4.40599	331.537	242.139
4.41179	333.458	238.117
4.4176	331.346	237.293
4.4234	330.581	231.472
4.42921	329.247	225.403
4.43501	328.487	226.577
4.44082	328.677	224.234
4.44662	328.487	230.671
4.45243	329.437	234.297
4.45823	325.465	239.496
4.46404	331.154	249.378
4.46984	330.199	238.806
4.47565	328.487	238.668
4.48145	329.628	229.078
4.48726	330.772	429.702
4.49306	330.963	439.238
4.49887	332.688	442.038
4.50467	333.073	439.492
4.51048	329.628	438.224
4.51628	329.818	429.95
4.52209	328.487	426.981
4.52789	328.487	438.224
4.5337	331.537	444.856
4.5395	335.002	452.109
4.54531	333.65	435.952
4.55111	330.009	441.018
4.55692	330.39	439.238
4.56272	330.39	439.492
4.56853	330.39	437.466
4.57433	329.818	441.018
4.58014	330.199	446.142
4.58594	330.581	435.952
4.59175	330.772	441.783
4.59755	330.963	444.599
4.60336	330.581	441.528
4.60916	330.199	443.316
4.61497	331.92	433.942
4.62077	331.154	437.213
4.62658	330.199	431.443
4.63238	335.389	439.746
4.63819	329.818	443.573
4.64399	328.487	438.478
4.6498	331.346	439.746
4.6556	331.346	434.444
4.66141	327.729	441.018
4.66721	329.057	443.573
4.67302	328.487	438.478
4.67882	330.963	450.545
4.68463	330.199	437.971
4.69043	329.818	443.829	489.34
4.69624	330.581	448.209	514.559
4.70204	331.154	447.95	507.475
4.70785	330.772	431.692	472.671
4.71365	329.628	442.038	465.626
4.71946	329.818	441.783	467.242
4.72526	329.628	440.254	480.378
4.73107	328.487	440.509	494.74
4.73687	328.677	440	497.893
4.74268	330.39	440.254	493.313
4.74848	330.963	448.209	490.755
4.75429	330.581	440.763	498.181
4.76009	330.009	429.206	488.493
4.7659	327.351	433.942	484.558
4.7717	327.54	419.888	492.459
4.77751	328.487	434.946	487.647
4.78331	329.628	430.199	489.905
4.78912	330.39	443.573	482.603	547.998
4.79492	330.009	442.549	477.06	535.172
4.80073	329.818	448.727	460.809	555.648
4.80653	329.818	444.856	453.941	551.491
4.81234	330.581	443.573	447.174	519.637
4.81814	329.628	456.307	458.95	524.461
4.82395	329.057	453.416	533.321
4.82975	331.154	443.06	548.315
4.83556	329.247	432.941	561.779
4.84136	328.867	416.987	563.73
4.84717	328.867	407.934	576.24
4.85297	331.154	413.868	547.049
4.85878	331.346	418.677	542.957
4.86458	330.199	401.622	550.854
4.87039	329.247	558.544
4.87619	329.818	562.754
4.882	329.628	556.611
4.8878	325.465	567.323
4.89361	330.199	573.583
4.89941	332.688	570.939
4.90522	330.963	557.577
4.91102	320.799	564.707
4.91683	324.902	559.189
4.92263	327.729	546.102
4.92844	326.784
4.93424	331.154
4.94005	331.537
4.94585	339.286
4.95166	354.922
4.95746	348.825
4.96327	343.625
4.96907	344.221
4.97487	342.634
4.98068	337.722
4.98649	337.917
4.99229	336.748
4.9981	335.196
5.0039	335.196	668.844
5.00971	336.748	670.004
5.01551	337.137	670.391
5.02132	338.308	659.255
5.02712	337.332	673.886
5.03293	337.527	680.142
5.03873	335.389	669.617
5.04454	335.971	670.779
5.05034	336.943	677.789
5.05615	338.895	677.398
5.06195	340.464	671.942
5.06776	340.268	680.142
5.07356	347.618	681.716
5.07936	346.215	694.033
5.08517	346.616	691.232
5.09097	698.053	346.016
5.09678	701.692	348.624
5.10258	699.264	348.624
5.10839	706.164	350.238
5.11419	713.133	355.949
5.12	712.721	356.155
5.1258	709.845	357.391
5.13161	726.437	359.254
5.13741	728.117	361.753
5.14322	728.117	364.901
5.14902	730.223	365.322
5.15483	737.429	366.379
5.16063	732.335	364.69
5.16644	730.645	365.745
5.17225	729.801	368.927
5.17805	734.029	367.227
5.18385	733.181	316.017	366.167
5.18966	738.281	325.653	367.014
5.19546	732.335	319.874	369.781
5.20127	739.562	331.154	371.493
5.20707	736.577	315.288	368.501
5.21288	735.727	328.677	368.501
5.21868	736.152	311.847	369.781
5.22449	738.708	312.929	370.422
5.23029	739.134	312.929	371.708
5.2361	740.844	315.288	371.065
5.2419	741.272	317.298	365.745
5.24771	741.272	317.848	369.781
5.25351	742.558	326.03	372.999
5.25932	747.291	333.073	375.593
5.26512	745.136	327.162	372.568
5.27093	745.136	321.17	372.568
5.27673	742.987	329.247	371.708
5.28254	741.701	323.778	371.279
5.28834	735.727	320.984	371.708
5.29415	740.416	317.298	372.568
5.29995	743.416	317.481	376.679
5.30576	746.859	314.56	373.861
5.31156	753.794	306.135	377.987
5.31737	743.846	313.653	371.493
5.32317	734.877	316.565	370.422
5.32898	759.914	317.481	374.077
5.33478	744.276	323.965	373.861
5.34059	747.291	372.999
5.34639	743.416	370.422
5.3522	737.003	369.781
5.358	740.416	369.781
5.36381	745.997	374.294
5.36961	741.701	380.177
5.37542	738.281	369.994
5.38122	741.701	368.501
5.38703	742.558	370.85
5.39283	744.276	370.636
5.39864	748.587	371.493
5.40444	741.701	371.493
5.41025	725.598	371.708	625.497
5.41605	740.416	373.214	620.818
5.42186	740.416	372.783	616.53
5.42766	769.188	372.353	622.254
5.43347	750.319	373.645	625.497
5.43927	738.708	373.43	617.599
5.44508	740.844	371.279	621.895
5.45088	750.319	374.943	630.576
5.45669	763.434	371.708	636.798
5.46249	786.713	370.422	631.305
5.4683	744.706	375.376	620.459
5.4741	743.846	373.43	621.895
5.47991	738.281	373.214	633.863
5.48571	371.065	645.688
5.49152	371.065	642.711
5.49732	376.462	629.484
5.50313	369.994	624.414
5.50893	370.422	619.385
5.51474	370.636	618.313
5.52054	372.568	617.242
5.52635	371.279	616.886
5.53215	369.781	620.818
5.53796	371.493	633.131
5.54376	371.923	624.775
5.54957	371.493	619.385
5.55537	372.783	617.956
5.56118	373.43	616.886
5.56698	370.422	619.028
5.57279	368.289	617.242
5.57859	377.987	606.638
5.5844	374.726	618.313
5.5902	379.518	626.22
5.59601	375.376	622.613
5.60181	369.567	625.859
5.60762	375.159	625.136
5.61342	382.379	609.8
5.61923	371.065	618.313
5.62503	374.294	621.177
5.63084	371.708	627.669
5.63664	376.244	629.121
5.64245	373.645	621.535
5.64825	371.065	620.818
5.65406	369.354	618.67
5.65986	371.923	619.385
5.66567	370.636	617.599
5.67147	371.065	617.599
5.67728	373.43	622.254
5.68308	371.279	621.177
5.68889	373.645	615.462
5.69469	371.065	622.613
5.7005	370.422	622.613
5.7063	373.214	618.313
5.71211	369.354	617.956
5.71791	372.999	619.743
5.72372	371.708	626.582
5.72952	372.568	646.434
5.73533	374.943	625.136
5.74113	372.783	624.054
5.74694	373.861	619.743
5.75274	376.244	635.329
5.75855	373.861	621.895
5.76435	370.85	626.22
5.77016	371.065	624.775
5.77596	369.567	617.599
5.78177	371.493	617.242
5.78757	369.354	617.599
5.79338	371.065	618.67
5.79918	369.141	621.177
5.80499	369.354	614.397
5.81079	371.493	620.818
